record_id,timestamp,building_id,building_type,building_area_m2,occupancy_level,temperature_c,humidity_percent,weather_condition,energy_source,energy_consumed_kwh,energy_generated_kwh,energy_cost_naira,optimization_score_percent
1043,2025-01-13 08:00:00,B-4115,Industrial,2177.66,High,22.9,74.2,Rainy,Mixed,70.75,98.93,2984.93,74.2
1044,2025-05-28 03:00:00,B-4495,Educational,2435.41,Medium,26.6,49.0,Rainy,Generator,110.74,0.0,8304.38,97.55
1045,2025-01-04 01:00:00,B-2498,Industrial,4035.21,Medium,32.5,63.0,Cloudy,Generator,124.75,0.0,6504.48,75.94
1046,2025-02-08 16:00:00,B-2176,Educational,1618.72,High,25.9,47.1,Cloudy,Generator,144.43,0.0,7584.57,63.92
1047,2025-04-10 09:00:00,B-8945,Commercial,2657.74,Medium,19.0,36.6,Rainy,Generator,36.81,0.0,2156.11,77.33
1048,2025-02-24 23:00:00,B-8771,Educational,4008.47,Medium,30.6,55.6,Rainy,Grid,53.39,0.0,2811.45,90.96
1049,2025-01-16 07:00:00,B-7265,Residential,307.76,High,18.2,77.7,Rainy,Generator,74.19,0.0,3356.0,69.42
1050,2025-06-25 13:00:00,B-5298,Residential,4665.89,Medium,32.6,72.6,Sunny,Generator,74.92,0.0,4556.11,99.01
1051,2025-02-05 14:00:00,B-4176,Residential,4830.56,Low,21.7,78.7,Windy,Generator,33.6,0.0,1630.99,87.04
1052,2025-02-23 14:00:00,B-4810,Educational,2054.76,Low,33.8,35.3,Cloudy,Grid,79.17,0.0,6075.57,96.16
1053,2025-04-27 12:00:00,B-3195,Residential,824.82,Low,24.2,67.1,Windy,Solar,28.11,96.8,2152.94,66.68
1054,2025-05-11 21:00:00,B-9484,Commercial,649.72,Low,19.5,84.6,Sunny,Solar,33.08,41.63,1917.12,83.96
1055,2025-05-08 17:00:00,B-5346,Educational,405.09,High,21.9,85.9,Rainy,Generator,136.72,0.0,9741.52,60.78
1056,2025-04-15 08:00:00,B-6877,Commercial,1668.68,Low,28.7,46.5,Sunny,Grid,136.89,0.0,8946.53,62.88
1057,2025-04-04 06:00:00,B-5111,Residential,4549.58,Low,34.3,34.7,Rainy,Grid,82.19,0.0,4284.94,75.71
1058,2025-01-07 15:00:00,B-2206,Commercial,939.27,High,27.8,87.5,Sunny,Solar,77.95,8.29,5051.16,73.61
1059,2025-06-01 02:00:00,B-7541,Industrial,4286.83,High,25.4,41.6,Windy,Solar,32.71,76.88,1655.89,90.69
1060,2025-04-22 14:00:00,B-5193,Residential,1069.14,Medium,23.5,57.9,Sunny,Solar,141.76,93.17,6843.45,74.33
1061,2025-04-26 22:00:00,B-6367,Commercial,789.53,Medium,26.7,57.6,Rainy,Generator,135.61,0.0,10469.12,75.34
1062,2025-01-03 00:00:00,B-5949,Industrial,2484.1,High,33.2,78.4,Windy,Grid,5.53,0.0,292.0,76.87
1063,2025-04-10 06:00:00,B-3291,Educational,1187.1,Low,21.4,32.3,Windy,Grid,98.29,0.0,4963.69,62.09
1064,2025-01-04 05:00:00,B-4455,Commercial,1193.35,Low,31.6,81.1,Rainy,Grid,75.04,0.0,4250.48,99.11
1065,2025-05-14 16:00:00,B-5224,Industrial,1042.8,Low,21.7,47.5,Sunny,Solar,30.05,37.94,2296.82,84.61
1066,2025-06-01 23:00:00,B-2564,Residential,2089.14,Low,33.9,32.9,Windy,Grid,35.49,0.0,2222.94,84.62
1067,2025-06-08 03:00:00,B-5376,Industrial,245.81,High,24.9,68.9,Sunny,Solar,106.22,63.81,5610.81,63.74
1068,2025-02-08 10:00:00,B-8853,Industrial,2164.21,High,20.2,86.9,Cloudy,Grid,73.9,0.0,3893.82,90.65
1069,2025-05-10 12:00:00,B-3149,Commercial,2514.85,High,23.3,78.7,Sunny,Mixed,130.74,67.3,5475.21,82.65
1070,2025-01-20 16:00:00,B-4456,Industrial,3828.31,High,20.3,43.7,Cloudy,Generator,132.96,0.0,5425.42,90.11
1071,2025-05-15 14:00:00,B-6479,Residential,2395.18,High,25.6,30.4,Cloudy,Mixed,123.81,35.98,7630.49,87.09
1072,2025-05-17 15:00:00,B-5706,Residential,3528.02,High,34.3,61.9,Cloudy,Generator,62.96,0.0,4920.21,85.68
1073,2025-02-28 14:00:00,B-4368,Industrial,1525.84,Medium,20.1,80.6,Sunny,Mixed,57.52,66.05,3384.05,67.96
1074,2025-06-21 17:00:00,B-9992,Commercial,3028.35,High,19.0,54.8,Cloudy,Grid,84.26,0.0,4840.05,89.95
1075,2025-02-23 11:00:00,B-6627,Residential,4148.23,High,31.1,32.3,Sunny,Generator,33.15,0.0,2037.54,97.39
1076,2025-05-24 14:00:00,B-8665,Commercial,4183.04,Medium,32.3,48.2,Sunny,Generator,67.27,0.0,3957.38,66.29
1077,2025-03-23 23:00:00,B-1031,Industrial,203.79,Medium,34.1,44.4,Cloudy,Mixed,39.79,8.34,3069.41,83.19
1078,2025-06-02 14:00:00,B-3288,Commercial,3351.83,Medium,33.5,50.7,Sunny,Mixed,95.12,3.88,4515.43,93.25
1079,2025-01-02 11:00:00,B-6663,Industrial,3845.5,Medium,24.0,52.6,Windy,Solar,82.37,0.02,4089.65,68.33
1080,2025-06-05 07:00:00,B-7003,Industrial,1289.89,Medium,31.7,46.8,Cloudy,Generator,32.77,0.0,1971.79,94.63
1081,2025-06-15 05:00:00,B-7424,Industrial,1244.68,Medium,19.3,51.4,Rainy,Grid,113.41,0.0,7034.55,92.67
1082,2025-02-20 21:00:00,B-9580,Industrial,4799.98,High,31.5,66.2,Windy,Generator,76.53,0.0,3183.86,99.37
1083,2025-06-04 09:00:00,B-3616,Educational,1948.23,Medium,20.6,70.0,Sunny,Generator,46.22,0.0,2931.79,83.47
1084,2025-02-15 04:00:00,B-7699,Residential,2256.36,Medium,32.2,45.9,Rainy,Grid,70.05,0.0,4308.61,86.54
1085,2025-06-18 04:00:00,B-8284,Educational,3930.66,High,24.7,68.8,Rainy,Generator,26.84,0.0,2074.89,75.32
1086,2025-02-09 01:00:00,B-2776,Educational,3661.13,Low,18.3,42.3,Windy,Mixed,75.63,87.83,4620.25,97.19
1087,2025-02-26 16:00:00,B-2206,Commercial,2444.79,Low,26.3,37.2,Sunny,Generator,121.39,0.0,6054.77,95.98
1088,2025-05-28 17:00:00,B-8892,Industrial,4558.58,Medium,34.0,61.2,Rainy,Generator,103.18,0.0,7340.29,65.24
1089,2025-03-27 06:00:00,B-4913,Residential,3024.74,High,18.6,59.9,Rainy,Mixed,27.45,18.29,1498.82,77.3
1090,2025-03-25 09:00:00,B-4986,Educational,3134.7,High,19.3,60.2,Sunny,Grid,31.48,0.0,1981.95,85.5
1091,2025-06-10 18:00:00,B-4584,Residential,2805.71,Low,30.6,50.1,Sunny,Generator,115.94,0.0,6644.6,79.37
1092,2025-02-17 02:00:00,B-7082,Educational,3258.11,Low,18.3,69.2,Sunny,Solar,94.69,30.98,4112.55,63.64
1093,2025-02-22 21:00:00,B-2265,Industrial,4619.96,Low,29.7,37.6,Windy,Mixed,56.72,59.25,4164.55,61.75
1094,2025-02-20 20:00:00,B-2674,Industrial,1221.33,High,33.1,30.5,Rainy,Solar,34.2,95.9,2207.13,70.47
1095,2025-02-15 16:00:00,B-1648,Residential,381.61,Low,18.5,44.7,Sunny,Generator,132.82,0.0,7522.47,88.81
1096,2025-06-26 20:00:00,B-7414,Residential,4595.51,Low,24.9,41.5,Rainy,Solar,79.98,90.81,5772.55,62.63
1097,2025-02-08 12:00:00,B-5884,Industrial,3478.24,Medium,27.7,84.4,Cloudy,Grid,22.76,0.0,1396.59,95.18
1098,2025-06-07 03:00:00,B-2737,Commercial,2079.62,High,26.2,34.2,Cloudy,Generator,45.33,0.0,2401.6,97.8
1099,2025-05-01 08:00:00,B-1537,Educational,1449.2,Medium,25.8,70.3,Rainy,Grid,28.52,0.0,1695.73,89.54
1100,2025-04-03 06:00:00,B-3806,Residential,4340.93,Low,28.6,70.1,Cloudy,Grid,23.31,0.0,1814.24,65.3
1101,2025-05-10 23:00:00,B-3722,Commercial,3884.63,High,22.5,86.0,Sunny,Mixed,109.39,75.38,5334.12,77.72
1102,2025-05-29 18:00:00,B-9748,Industrial,3108.18,Low,31.1,36.2,Sunny,Grid,144.54,0.0,10928.5,70.81
1103,2025-03-22 05:00:00,B-4810,Commercial,4122.66,Medium,26.8,57.7,Cloudy,Solar,50.59,58.1,3500.6,76.44
1104,2025-05-28 04:00:00,B-2400,Commercial,3164.64,Low,29.9,72.7,Windy,Solar,12.54,85.97,731.46,70.5
1105,2025-01-13 09:00:00,B-8834,Residential,1246.73,Medium,26.2,83.2,Sunny,Generator,59.86,0.0,4189.54,63.87
1106,2025-01-15 07:00:00,B-3758,Industrial,2406.48,Medium,34.9,76.2,Cloudy,Solar,35.53,50.14,1753.23,76.38
1107,2025-01-09 09:00:00,B-7370,Educational,3911.42,Medium,31.1,43.7,Windy,Solar,138.72,59.26,7656.92,80.08
1108,2025-05-26 22:00:00,B-2008,Industrial,3045.1,High,27.5,59.2,Sunny,Generator,78.22,0.0,3680.76,92.51
1109,2025-05-13 09:00:00,B-9851,Educational,2731.71,Low,20.2,76.0,Windy,Grid,140.2,0.0,10920.5,74.76
1110,2025-05-08 09:00:00,B-1574,Industrial,720.81,High,26.8,36.8,Sunny,Solar,140.43,18.36,7037.04,76.27
1111,2025-02-24 13:00:00,B-1741,Industrial,1946.66,Medium,31.5,57.4,Sunny,Mixed,29.76,26.72,1796.45,65.9
1112,2025-04-24 03:00:00,B-6502,Residential,3077.7,Low,27.6,72.9,Sunny,Grid,140.97,0.0,10782.82,97.84
1113,2025-01-02 12:00:00,B-3987,Residential,1261.34,Low,20.2,48.1,Rainy,Solar,134.79,97.21,10024.74,64.4
1114,2025-03-15 10:00:00,B-9738,Residential,4739.77,Medium,25.2,30.6,Cloudy,Grid,69.15,0.0,2893.43,81.76
1115,2025-03-19 23:00:00,B-1560,Industrial,1725.84,Medium,26.0,66.8,Cloudy,Grid,130.98,0.0,8707.03,77.36
1116,2025-01-12 08:00:00,B-6926,Commercial,4106.17,Medium,33.4,37.2,Rainy,Generator,82.13,0.0,4219.88,61.88
1117,2025-04-10 10:00:00,B-1481,Residential,3359.31,Medium,32.7,39.8,Rainy,Grid,122.8,0.0,9103.88,96.57
1118,2025-01-30 21:00:00,B-2398,Industrial,1363.16,Medium,33.4,49.2,Cloudy,Mixed,85.09,5.05,3552.95,88.81
1119,2025-02-08 12:00:00,B-4961,Educational,2250.18,Low,22.4,41.4,Rainy,Grid,102.14,0.0,4087.24,92.24
1120,2025-05-22 13:00:00,B-2848,Industrial,442.29,Medium,21.3,53.2,Windy,Solar,75.3,35.5,3977.99,98.56
1121,2025-06-09 13:00:00,B-2874,Residential,3225.82,Medium,18.4,55.8,Cloudy,Grid,131.88,0.0,6865.44,63.78
1122,2025-02-21 04:00:00,B-1580,Educational,3804.0,High,28.3,64.2,Sunny,Grid,12.77,0.0,582.57,84.9
1123,2025-06-29 14:00:00,B-5465,Industrial,1078.73,High,26.6,62.7,Rainy,Grid,46.11,0.0,3593.68,93.7
1124,2025-04-18 03:00:00,B-8510,Residential,3625.75,Low,19.3,36.4,Sunny,Generator,76.45,0.0,3549.46,99.13
1125,2025-06-14 10:00:00,B-7509,Educational,834.68,Low,26.3,51.8,Cloudy,Grid,97.71,0.0,4412.73,77.21
1126,2025-04-12 22:00:00,B-8237,Educational,1409.79,High,33.1,32.4,Rainy,Solar,137.49,83.3,7136.12,91.57
1127,2025-03-26 11:00:00,B-3852,Industrial,204.51,Medium,34.4,61.6,Rainy,Grid,48.98,0.0,2669.57,62.66
1128,2025-02-16 17:00:00,B-3188,Industrial,4947.28,Low,18.7,69.3,Rainy,Grid,69.2,0.0,5394.6,69.84
1129,2025-06-21 23:00:00,B-7846,Residential,2683.83,Low,26.2,72.2,Rainy,Solar,14.86,19.38,721.94,89.53
1130,2025-02-21 00:00:00,B-3958,Industrial,986.24,Low,27.7,42.9,Cloudy,Generator,129.94,0.0,10094.7,80.74
1131,2025-02-28 17:00:00,B-4440,Commercial,1793.93,Medium,22.0,33.0,Sunny,Generator,43.93,0.0,2906.82,81.34
1132,2025-01-17 17:00:00,B-3263,Commercial,4723.0,High,24.7,71.6,Rainy,Grid,75.95,0.0,4595.21,70.71
1133,2025-03-04 01:00:00,B-3742,Educational,2302.01,Medium,26.0,72.4,Rainy,Solar,141.39,32.93,5894.27,79.85
1134,2025-04-01 09:00:00,B-1408,Residential,2745.08,Low,20.9,75.6,Windy,Mixed,147.81,94.58,7077.77,95.01
1135,2025-05-05 22:00:00,B-5359,Residential,3537.24,High,25.7,62.4,Windy,Grid,128.19,0.0,7589.54,74.93
1136,2025-05-03 16:00:00,B-1503,Residential,2491.58,Medium,27.8,41.3,Rainy,Grid,135.63,0.0,9082.8,85.33
1137,2025-04-30 00:00:00,B-9154,Commercial,542.51,Low,28.3,37.3,Windy,Generator,16.41,0.0,1002.53,76.11
1138,2025-04-28 05:00:00,B-7325,Residential,2964.61,High,19.5,55.9,Cloudy,Mixed,30.34,98.71,1894.61,87.5
1139,2025-01-03 05:00:00,B-3256,Residential,1660.82,Low,19.6,88.6,Sunny,Solar,46.51,42.38,3069.41,60.99
1140,2025-04-25 18:00:00,B-6224,Residential,4060.78,High,27.1,46.7,Windy,Generator,13.93,0.0,647.74,95.8
1141,2025-02-12 12:00:00,B-6807,Industrial,3445.82,Low,22.2,33.9,Cloudy,Grid,105.14,0.0,6612.92,76.18
1142,2025-05-26 09:00:00,B-2084,Residential,1849.88,High,21.7,70.2,Rainy,Generator,145.75,0.0,6854.42,83.88
1143,2025-03-11 15:00:00,B-8623,Educational,2149.72,High,25.6,45.2,Windy,Solar,124.64,48.53,7694.8,72.19
1144,2025-02-04 14:00:00,B-9907,Industrial,949.95,High,19.5,72.8,Windy,Mixed,33.45,69.01,1860.32,76.63
